id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit
28095,Throw It Away,['Joe Jackson'],168670,1/5/79,1979,0.000358,0.266,0.987,0.00798,0.303,-3.894,0.0516,193.641,0.96,1,2,28,0
48307,Часть 136.2 - Триумфальная арка,['Эрих Мария Ремарк'],102800,1945,1945,0.256,0.72,0.223,0.0,0.149,-20.363,0.912,116.317,0.694,1,9,0,1
10051,Spellbound,['Esquivel!'],211200,6/1/59,1959,0.948,0.333,0.377,0.907,0.0584,-10.074,0.0385,98.168,0.106,1,7,12,0
3911,Stone in Love - GH 2 Version,['Journey'],265267,1978,1978,0.0142,0.477,0.938,0.000216,0.756,-5.296,0.133,119.158,0.449,1,7,27,0
126153,absolute in doubt,"['Lil Peep', 'Wicca Phase Springs Eternal']",227067,6/10/20,2020,0.0246,0.733,0.655,0.0,0.156,-7.574,0.0472,138.023,0.265,0,4,65,1
15425,Breath Of Life,['Florence + The Machine'],251107,1/1/12,2012,0.00278,0.46,0.698,0.00261,0.0914,-9.38,0.0437,146.138,0.273,1,0,47,0
167531,Amor de Loca Juventud,['Buena Vista Social Club'],201667,6/23/97,1997,0.839,0.572,0.408,0.0043,0.461,-14.563,0.036,142.374,0.723,1,3,52,0
85504,So Many Tears,['2Pac'],239227,3/14/95,1995,0.0184,0.899,0.6,1.68e-05,0.0725,-7.451,0.154,92.717,0.586,1,1,64,1
119840,Silent Night,['Elvis Presley'],145000,10/15/57,1957,0.96,0.27,0.0314,0.0645,0.113,-23.411,0.035,135.473,0.176,1,10,27,0
13749,Beyond The Veil - Beyond The Veil Album Version,['Daryl Coley'],507893,1/1/96,1996,0.53,0.343,0.316,0.0,0.0784,-10.43,0.0311,128.475,0.0947,1,8,38,0
14828,Gettin' Some,['Shawnna'],202760,1/1/06,2006,0.0901,0.823,0.586,0.0,0.0605,-6.044,0.336,78.054,0.611,0,4,43,1
40021,Treat You Better,['RÜFÜS DU SOL'],273640,10/19/18,2018,0.356,0.599,0.539,5.38e-06,0.102,-5.897,0.034,121.947,0.188,1,8,63,0
94580,Dopeman - Remix,['N.W.A.'],320172,8/8/88,1988,0.00267,0.819,0.57,0.0,0.0692,-9.313,0.374,176.241,0.694,1,7,52,1
135361,She Gon Go,['Trill Ryan'],121010,2/21/19,2019,0.00195,0.766,0.498,0.0,0.306,-10.147,0.0519,104.006,0.496,0,7,73,1
87525,R.I.C.O. (feat. Drake),"['Meek Mill', 'Drake']",197133,6/29/15,2015,0.317,0.727,0.599,0.0,0.219,-6.941,0.327,167.909,0.386,1,1,70,1
25088,Kapitel 9 - Gedichte von Friedrich Nietzsche,['Friedrich Wilhelm Nietzsche'],81412,1949,1949,0.622,0.714,0.346,3.95e-05,0.371,-22.28,0.853,122.656,0.359,1,5,0,0
125524,Wassup with It,['Kevin Gates'],193333,12/15/14,2014,0.114,0.457,0.824,0.0,0.0787,-7.066,0.416,144.416,0.601,0,11,57,1
143351,Guillotine,['Death Grips'],223364,8/3/11,2011,0.0678,0.561,0.64,0.000387,0.148,-5.042,0.287,78.464,0.196,0,11,55,0
146318,Limehouse Blues,"['Roy Eldridge', 'Dizzy Gillespie']",594707,1/1/54,1954,0.281,0.323,0.588,0.372,0.0628,-14.566,0.0829,165.725,0.757,1,1,5,0
162626,"Violin Sonata in C Major, K. 296: III. Rondo. Allegro","['Wolfgang Amadeus Mozart', 'George Szell']",255880,1947,1947,0.987,0.506,0.135,0.873,0.0585,-20.101,0.0441,95.882,0.728,1,0,0,0
33328,Four Day Creep,['Brownie McGhee'],255947,1/1/51,1951,0.922,0.756,0.155,0.0172,0.0999,-17.093,0.0493,108.636,0.603,1,9,2,0
49588,The Bachelor Life (1 - 4),['Laurie Johnson'],157230,1/1/60,1960,0.742,0.483,0.723,0.533,0.128,-8.181,0.38,183.346,0.77,1,3,8,0
131163,We're a Happy Family - 2002 Remaster,['Ramones'],159413,11/4/77,1977,0.000876,0.426,0.937,0.327,0.659,-6.317,0.0303,184.601,0.893,1,4,34,0
153446,Somebody Stole My Gal,['Count Basie'],172773,1936,1936,0.522,0.765,0.422,5.14e-06,0.235,-8.819,0.0592,119.227,0.837,1,8,3,0
75466,In the Middle of a Heartbeat,['Helloween'],270293,1994,1994,0.0209,0.409,0.601,0.00223,0.0745,-8.373,0.0318,135.444,0.337,0,1,50,0
13970,Perdido Sin Ti,['Ricky Martin'],250267,2/10/98,1998,0.246,0.56,0.568,0.00022,0.139,-9.111,0.029,166.568,0.374,1,6,50,0
107763,Tiempos Viejos - Remasterizado,"['Francisco Canaro', 'Charlo']",184507,12/14/31,1931,0.99,0.771,0.322,0.0685,0.29,-8.124,0.0452,117.526,0.632,0,2,0,0
169291,West Savannah (feat. SZA),"['Isaiah Rashad', 'SZA']",167277,1/28/14,2014,0.13,0.652,0.906,0.0681,0.504,-4.032,0.161,125.103,0.559,1,9,53,1
97839,La Diana - Remasterizado,['Francisco Canaro'],175733,7/12/24,1924,0.996,0.406,0.45,0.97,0.364,-14.074,0.25,72.514,0.705,1,8,0,0
54968,Let It Go,['A$AP Ferg'],282640,8/19/13,2013,0.247,0.785,0.778,0.0,0.652,-6.003,0.165,119.976,0.769,0,9,49,1
140444,Dance Little Jean - Live,['Nitty Gritty Dirt Band'],195760,1982,1982,0.289,0.599,0.352,0.0,0.0865,-14.823,0.0302,101.758,0.411,1,5,36,0
143467,Waves,['Joey Bada$$'],211631,6/12/12,2012,0.223,0.733,0.912,0.0,0.206,-3.239,0.223,89.947,0.888,0,8,56,1
30881,Let You Down,['Three Days Grace'],224520,12/25/07,2007,0.000161,0.492,0.831,0.0,0.118,-4.215,0.0693,170.088,0.367,1,0,46,0
125036,Every Girl,['Young Money'],315320,1/1/09,2009,0.00316,0.632,0.73,0.0,0.397,-5.895,0.245,76.067,0.762,0,6,52,1
15852,Now I'm Up To My Neck With Offers,['$uicideBoy$'],167027,9/11/17,2017,0.0569,0.792,0.862,9.72e-06,0.181,-6.424,0.428,137.887,0.345,0,6,61,1
68108,I Never Knew Lonely,['Vince Gill'],239387,3/28/95,1995,0.625,0.599,0.27,1.46e-06,0.274,-11.332,0.0281,131.743,0.351,1,4,34,0
59100,High On Your Love Suite / One Mo Hit (Of Your Love) - Medley,['Rick James'],448187,1/26/79,1979,0.322,0.448,0.981,0.00518,0.0718,-4.532,0.157,129.905,0.743,1,2,23,0
5732,Mister Sandman,['Chet Atkins'],137000,6/17/96,1996,0.931,0.646,0.368,0.629,0.0943,-12.803,0.0497,111.719,0.468,1,2,43,0
104290,Skies the Limit,['Fleetwood Mac'],225307,4/10/90,1990,0.408,0.652,0.597,6.34e-05,0.143,-11.585,0.0278,119.97,0.578,1,7,49,0
102313,Keep the Customer Satisfied,['Simon & Garfunkel'],155373,1/26/70,1970,0.111,0.473,0.743,0.0,0.58,-7.073,0.0456,135.624,0.622,1,8,49,0
42874,Wish It Were Me,['The Platters'],155707,1968,1968,0.93,0.368,0.293,0.000189,0.0866,-11.173,0.0314,140.126,0.229,1,8,27,0
100400,Street Exhibit,"['MGM Studio Orchestra', 'Johnny Green']",45907,11/11/51,1951,0.827,0.747,0.329,0.339,0.102,-13.072,0.0627,124.954,0.962,0,7,7,0
93812,The Cheap Seats,['Alabama'],232813,1980,1980,0.103,0.668,0.786,0.0,0.16,-6.805,0.0362,140.623,0.733,1,0,47,0
157770,Al-Naafyish - Time,['Hashim'],332573,11/14/83,1983,4.56e-05,0.728,0.9,0.883,0.233,-7.549,0.0557,122.727,0.318,1,7,32,0
111128,Hey Porter,['Johnny Cash'],140267,6/13/64,1964,0.32,0.71,0.486,0.00192,0.132,-11.839,0.048,114.796,0.802,1,0,31,0
67971,El Pato Juan,['Banda El Recodo'],199627,3/11/94,1994,0.301,0.719,0.635,5.1e-06,0.241,-11.567,0.0401,150.825,0.953,1,1,38,0
92416,I Hate You,['The Monks'],213707,3/1/66,1966,0.441,0.65,0.798,0.000706,0.137,-8.126,0.0541,110.646,0.464,0,9,43,0
62933,Your Song - Remastered,['Elton John'],243067,11/10/17,2017,0.821,0.555,0.336,2.17e-06,0.089,-9.916,0.0296,127.792,0.303,1,3,64,0
49923,My Dear Mary Anne,['The New Christy Minstrels'],126333,10/1/63,1963,0.869,0.522,0.243,0.0,0.197,-13.026,0.0278,97.627,0.419,1,0,13,0
157997,Never Know Why,['Ozzy Osbourne'],266680,2/22/86,1986,0.00158,0.482,0.935,0.0127,0.33,-6.299,0.0491,121.726,0.238,0,8,36,0
19052,"Prologue, August 29, 1968 - 2002 Remaster",['Chicago'],57467,4/28/69,1969,0.827,0.246,0.92,0.966,0.852,-11.134,0.0691,61.814,0.0321,1,11,23,0
106023,Cowgirls Don't Cry,['Brooks & Dunn'],219813,10/2/07,2007,0.0626,0.656,0.668,2.78e-06,0.179,-5.251,0.0303,114.905,0.617,1,9,54,0
18693,Since You've Been Gone,['Four Tops'],148840,1965,1965,0.182,0.513,0.672,0.0,0.317,-8.216,0.0394,136.537,0.606,1,5,21,0
61425,"Transformation - From ""Beauty and the Beast""/Soundtrack Version",['Alan Menken'],348787,1/1/02,2002,0.84,0.203,0.161,0.532,0.103,-18.626,0.0388,113.753,0.0594,1,5,41,0
99372,"La Valse, M. 72","['Maurice Ravel', 'Pierre Monteux']",640693,1941,1941,0.746,0.158,0.339,0.919,0.13,-13.767,0.055,75.862,0.128,1,2,0,0
18809,The Natchez Burnin',"[""Howlin' Wolf""]",133907,1/11/66,1966,0.912,0.439,0.337,0.00852,0.224,-12.681,0.0548,180.211,0.7,1,5,20,0
133142,Welcome to My World,['Jim Reeves'],152600,2/14/97,1997,0.725,0.341,0.252,0.0594,0.287,-14.869,0.0288,81.058,0.399,1,3,52,0
6484,Sickfit,['Madvillain'],81880,3/24/04,2004,0.00831,0.639,0.957,0.855,0.203,-7.864,0.386,95.033,0.188,0,2,46,1
87868,Adore You,['Harry Styles'],207133,12/13/19,2019,0.0237,0.676,0.771,7e-06,0.102,-3.675,0.0483,99.048,0.569,1,8,88,0
72411,John Henry and the Steam Drill (feat. Larry Ramos & Barry McGuire),"['The New Christy Minstrels', 'Larry Ramos', 'Barry McGuire']",283533,11/5/64,1964,0.615,0.51,0.54,0.0,0.258,-12.67,0.0507,107.453,0.569,1,4,11,0
43341,The Train That Carried My Girl From Town - Vanguard Version,['Doc Watson'],225867,1973,1973,0.244,0.481,0.562,0.404,0.172,-12.398,0.029,149.899,0.93,1,2,24,0
88067,Aragonaise (Act IV Entr'acte),"['Georges Bizet', 'Arturo Toscanini']",139533,1921,1921,0.984,0.441,0.2,0.598,0.178,-19.763,0.0392,124.762,0.512,1,10,0,0
68794,Cómo Duele,['Liberación'],201507,1/1/02,2002,0.0371,0.553,0.554,0.017,0.108,-6.818,0.0287,107.751,0.487,1,9,44,0
27379,Workshop of the Telescopes,['Blue Öyster Cult'],240547,1972,1972,0.257,0.585,0.754,0.0117,0.111,-8.954,0.114,120.413,0.354,1,2,28,0
4771,"En El Boulevard (Corre, Corre)",['Flans'],194920,1/1/87,1987,0.496,0.618,0.925,0.0,0.0405,-5.954,0.0502,162.709,0.97,1,5,43,0
81865,Blueberry Hill,['Fats Domino'],147880,1/1/59,1959,0.74,0.489,0.499,0.000236,0.156,-9.702,0.0271,133.341,0.829,1,11,56,0
140776,Rescue,['Echo & the Bunnymen'],259067,11/11/85,1985,0.0188,0.575,0.743,0.00105,0.046,-8.681,0.0404,139.41,0.794,1,7,40,0
37453,Get Me,['Dinosaur Jr.'],351933,2/9/93,1993,0.00278,0.204,0.822,0.00106,0.189,-4.818,0.0518,143.1,0.331,1,0,36,0
79385,Let's Dream In the Moonlight (with Teddy Wilson & His Orchestra) - Take 1,"['Billie Holiday', 'Teddy Wilson']",174200,1934,1934,0.947,0.659,0.0983,2.26e-05,0.098,-13.066,0.0431,107.992,0.474,1,5,4,0
90830,My Baby's Gone,['The Ravens'],165867,1950,1950,0.832,0.782,0.321,0.0,0.358,-11.256,0.04,136.74,0.802,0,5,12,0
160046,Ti amo,['Umberto Tozzi'],242160,4/28/06,2006,0.612,0.283,0.52,0.0,0.11,-5.712,0.0328,185.478,0.702,1,9,56,0
150897,I'm so Hi,['Three 6 Mafia'],236600,6/13/00,2000,0.394,0.771,0.912,0.0,0.52,-1.414,0.0753,149.668,0.521,0,11,43,1
141954,Substitute Lover,['Half Pint'],218027,1997,1997,0.011,0.797,0.274,0.0,0.118,-14.849,0.157,166.572,0.661,1,11,47,0
3799,The Modern World,['The Jam'],150627,11/18/77,1977,0.0015,0.388,0.825,3.94e-06,0.138,-10.555,0.0557,159.744,0.853,1,9,39,1
93749,Xanadu,"['Olivia Newton-John', 'Electric Light Orchestra']",208507,1/1/80,1980,0.186,0.652,0.654,0.0,0.162,-7.679,0.0275,127.555,0.708,1,6,50,0
82008,On the Street Where You Live (with Percy Faith & His Orchestra) - Single Version,"['Vic Damone', 'Percy Faith & His Orchestra']",163173,12/19/60,1960,0.764,0.261,0.386,0.0,0.4,-9.751,0.0329,129.901,0.404,1,11,42,0
130741,Grapefruit - Juicy Fruit,['Jimmy Buffett'],178333,1/1/73,1973,0.442,0.556,0.425,1.56e-05,0.133,-13.542,0.0326,129.538,0.376,1,7,36,0
29100,Coolin',['2 LIVE CREW'],302867,3/20/89,1989,0.00156,0.603,0.527,0.0779,0.0486,-12.785,0.414,185.479,0.524,0,2,29,1
67730,Honky Tonk Women - Live,['Ike & Tina Turner'],189000,1/1/91,1991,0.362,0.695,0.54,0.0423,0.0767,-12.647,0.0456,112.053,0.983,1,1,30,0
165407,Midnight Rider,['Willie Nelson'],170800,1975,1975,0.223,0.614,0.796,0.00283,0.156,-6.823,0.0625,96.607,0.643,1,2,26,0
79472,Cannon Ball Blues,['The Carter Family'],172867,1935,1935,0.949,0.712,0.386,0.00483,0.0576,-9.188,0.0317,102.754,0.577,1,8,14,0
56134,Taqdeer Jaga Ke Aayi Hoon,['Lata Mangeshkar'],201133,12/31/49,1949,0.913,0.662,0.327,0.016,0.142,-15.871,0.0565,79.11,0.818,1,1,1,0
151260,Big Empty,['Stone Temple Pilots'],293987,11/10/03,2003,0.0347,0.335,0.716,0.0,0.107,-7.02,0.0404,121.761,0.303,1,7,49,0
27033,Good Morning Miss Brown,['Taj Mahal'],196293,1968,1968,0.604,0.531,0.422,9.81e-05,0.094,-11.93,0.0394,146.381,0.825,1,2,22,0
159428,"Elysium - From ""Gladiator"" Soundtrack","['Klaus Badelt', 'Lisa Gerrard', 'Gavin Greenaway', 'The Lyndhurst Orchestra']",161493,2000,2000,0.709,0.12,0.0735,0.765,0.137,-25.284,0.0436,87.657,0.0378,1,9,41,0
138394,I Wish I Knew,['Bill Evans Trio'],280187,1961,1961,0.958,0.379,0.0525,0.782,0.115,-24.025,0.0398,169.759,0.0721,0,9,23,0
8064,Money Talk (feat. YoungBoy Never Broke Again),"['Rich The Kid', 'YoungBoy Never Broke Again']",175413,4/1/20,2020,0.0294,0.801,0.635,0.0,0.145,-6.324,0.243,154.997,0.63,0,10,65,1
40897,The Violet and a Rose,['Little Jimmy Dickens'],173000,1949,1949,0.848,0.512,0.23,0.0,0.303,-10.795,0.0337,110.154,0.274,1,3,0,0
66780,After Midnight,['Eric Clapton'],188760,1/1/82,1982,0.0161,0.588,0.672,0.000171,0.165,-9.28,0.0339,126.841,0.901,1,0,21,0
71571,Bananas,['Machito & His Afro Cubans'],171693,1/1/56,1956,0.813,0.656,0.376,0.00061,0.0808,-14.31,0.0488,121.457,0.771,1,10,2,0
22746,I Don't Want to Wait,['Paula Cole'],318773,6/6/06,2006,0.315,0.391,0.514,5.87e-06,0.0567,-6.398,0.0447,177.872,0.437,1,11,52,0
66946,Let's Start A War...,['The Exploited'],195253,1983,1983,0.000101,0.171,0.868,0.0231,0.345,-7.092,0.0683,172.773,0.47,0,7,26,0
133805,End Of The Road,['Boyz II Men'],348893,10/7/03,2003,0.067,0.64,0.421,0.0,0.0614,-9.298,0.0246,74.836,0.478,0,5,47,0
151351,Because You Live,['Jesse McCartney'],199000,1/1/04,2004,0.194,0.369,0.84,0.0,0.154,-4.298,0.0567,198.5,0.328,0,9,49,0
144918,Mutton Leg - 78rpm Version,['Count Basie'],199227,1936,1936,0.77,0.419,0.622,0.017,0.0715,-7.686,0.0897,149.351,0.688,1,3,2,0
126783,Canto por No Llorar - Remasterizado,"['Francisco Canaro', 'Charlo']",162000,12/11/31,1931,0.978,0.687,0.392,0.0371,0.208,-6.653,0.0419,120.591,0.732,1,2,0,0
108703,To xaremi sto xamam,['Anestis Delias'],199933,1/1/40,1940,0.978,0.455,0.586,0.897,0.217,-10.687,0.0416,221.058,0.569,1,1,0,0
101025,One For My Baby (And One More For The Road),['Billie Holiday'],340267,1/1/57,1957,0.59,0.433,0.248,0.0,0.123,-12.084,0.0713,61.569,0.247,1,0,26,0
71818,"Airmail Special - Live At The Newport Jazz Festival, 1957",['Ella Fitzgerald'],275000,1/1/58,1958,0.719,0.618,0.612,0.0,0.922,-6.582,0.281,143.863,0.695,1,8,6,0
145504,Lieder eines fahrenden Gesellen: 3. Ich hab' ein glühend Messer,"['Gustav Mahler', 'Bruno Walter', 'Columbia Symphony Orchestra']",178600,1946,1946,0.876,0.286,0.143,0.000744,0.107,-20.695,0.0522,84.686,0.097,1,0,0,0
112281,Hey Tonight,['Creedence Clearwater Revival'],161600,1/1/76,1976,0.0285,0.728,0.7,0.12,0.202,-9.059,0.0308,128.693,0.712,1,4,45,0
137445,"La Damnation de Faust, Op.24 - Part 3: 12. Menuet des Follets","['Hector Berlioz', 'Concertgebouworkest', 'Eduard van Beinum']",323867,1/1/52,1952,0.944,0.505,0.149,0.316,0.103,-21.498,0.054,92.001,0.216,1,2,0,0
73812,Tengo Miedo,['Ramon Ayala Y Sus Bravos Del Norte'],172333,1978,1978,0.0938,0.75,0.796,1.31e-06,0.061,-4.31,0.0393,109.136,0.825,1,8,27,0
134087,Caraluna,['Bacilos'],266160,5/23/06,2006,0.176,0.76,0.773,0.0,0.1,-5.314,0.0675,102.789,0.895,1,9,66,0
88853,Chapter 1.18 - Dziewczynka z Luna Parku: Część 2,['Zofia Dromlewiczowa'],97000,1931,1931,0.6,0.619,0.301,0.0,0.129,-21.276,0.956,79.141,0.646,1,6,0,0
71874,Here Come de Honey Man - Mono Version,['Miles Davis'],80507,1/1/59,1959,0.939,0.364,0.119,0.0,0.228,-18.234,0.0333,75.694,0.196,0,11,10,0
156781,Write Me a Letter,['Aerosmith'],250227,1/5/73,1973,0.56,0.475,0.663,0.000599,0.0798,-9.95,0.0381,138.459,0.743,1,0,36,0
86043,Last Resort,['Papa Roach'],199907,4/25/01,2001,0.000481,0.589,0.89,0.00082,0.201,-3.719,0.0603,90.598,0.692,0,4,79,1
95272,Voy a pintar un corazón,['Los Acosta'],208640,1995,1995,0.117,0.759,0.588,8.69e-05,0.0633,-11.458,0.0295,102.035,0.853,1,9,55,0
9095,"Péguy, Rolland, Jarry, Apollinaire","['André Gide', 'Jean Amrouche']",786000,1949,1949,0.982,0.601,0.269,9.53e-06,0.0914,-22.667,0.887,48.793,0.522,1,8,0,0
165583,Palladium,['Weather Report'],285960,3/1/77,1977,0.327,0.453,0.783,0.0268,0.756,-8.232,0.0376,116.129,0.742,1,9,34,0
36970,I Need You,['New Kids On The Block'],215000,9/2/88,1988,0.139,0.55,0.34,0.0,0.228,-11.819,0.0243,137.055,0.386,1,2,34,0
31045,Finally Free,['Cody Johnson'],199947,9/1/09,2009,0.352,0.609,0.635,1.56e-05,0.0891,-7.134,0.0305,119.939,0.537,1,4,43,0
32872,I'll Remember April,['The Soft Winds'],212627,1947,1947,0.995,0.456,0.0487,0.942,0.112,-29.581,0.0427,74.081,0.401,1,0,0,0
62609,A Model of the Universe,['Jóhann Jóhannsson'],172444,11/4/14,2014,0.982,0.336,0.044,0.96,0.221,-29.255,0.0456,90.243,0.0666,0,7,56,0
87914,Star Shopping,['Lil Peep'],142000,4/19/19,2019,0.0967,0.585,0.471,0.0184,0.115,-9.934,0.0616,93.099,0.323,0,4,83,1
129648,Unit 7 - Instrumental,"['Cannonball Adderley', 'Sweet']",365293,1962,1962,0.626,0.557,0.398,8.03e-06,0.113,-11.021,0.0276,91.929,0.56,1,5,24,0
1814,Cinderella - Original Broadway Cast: Do I Love You Because You're Beautiful?,"['Richard Rodgers', 'Jon Cypher', 'Julie Andrews', 'Alfredo Antonini']",171867,1957,1957,0.96,0.148,0.18,7.05e-05,0.125,-18.03,0.0433,64.573,0.0598,1,5,11,0
165660,A Praying Spirit,['The Clark Sisters'],321933,1/1/78,1978,0.077,0.415,0.655,3.15e-05,0.111,-6.736,0.059,119.674,0.518,1,1,28,0
117371,Ağla Gönül Ağla Gelin Oldu Yar,['Necla Erol'],147489,4/17/32,1932,0.993,0.532,0.12,0.00265,0.133,-14.838,0.0299,94.736,0.559,1,8,0,0
102294,For You Blue - Remastered 2009,['The Beatles'],152213,5/8/70,1970,0.24,0.88,0.556,0.0483,0.24,-10.773,0.0855,128.542,0.955,1,2,49,0
157221,Could It Be I'm Falling in Love,['The Spinners'],249733,1978,1978,0.729,0.382,0.727,0.0,0.196,-6.677,0.0861,207.265,0.826,0,9,29,0
149616,Free,['Stevie Wonder'],251560,11/6/87,1987,0.266,0.626,0.508,4.39e-06,0.242,-17.411,0.0311,154.19,0.963,0,6,35,0
97905,Callecita de Mi Barrio - Remasterizado,['Francisco Canaro'],151573,8/2/25,1925,0.996,0.743,0.231,0.892,0.32,-11.878,0.0713,118.533,0.734,1,11,0,0
120351,What's So Good About Goodbye,['Smokey Robinson & The Miracles'],141667,1/1/62,1962,0.58,0.511,0.468,0.0,0.122,-7.811,0.0346,119.996,0.821,1,8,22,0
169138,Don't Swallow the Cap,['The National'],285533,5/27/13,2013,0.407,0.454,0.663,0.0466,0.0913,-8.54,0.0415,173.988,0.463,1,5,58,0
84735,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",['Eric Carmen'],248427,9/24/87,1987,0.0194,0.701,0.479,0.0,0.103,-13.061,0.026,110.514,0.682,1,5,62,0
59188,Potential Suicide,['Wipers'],215493,2/15/80,1980,0.0215,0.441,0.574,0.353,0.112,-8.527,0.0642,150.837,0.615,0,11,25,0
116355,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","['Meek Mill', 'YG', 'Snoop Dogg']",199747,12/15/17,2017,0.11,0.723,0.732,0.0,0.484,-5.514,0.0864,104.991,0.503,1,11,73,1
50934,Starting All Over Again,['Johnnie Taylor'],253933,1973,1973,0.751,0.564,0.439,0.000144,0.122,-11.374,0.0333,138.074,0.506,1,11,21,0
167128,Wild Theme,['Mark Knopfler'],219027,11/9/93,1993,0.923,0.495,0.175,0.907,0.113,-16.714,0.0317,91.219,0.176,1,0,34,0
