id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit
137444,Meri Chunri Ka Rang Aasmani,['Shamshad Begum'],208054,12/31/52,1952,0.991,0.733,0.176,0.00119,0.124,-8.213,0.509,75.871,0.821,1,8,0,0
141428,Keep On Walkin',['CeCe Peniston'],270838,1/1/92,1992,0.00291,0.766,0.712,0.0201,0.226,-12.111,0.0427,104.974,0.655,1,6,42,0
149319,Prime Time,['The Alan Parsons Project'],303347,2/7/84,1984,0.0956,0.798,0.633,0.00027,0.0694,-11.65,0.0355,122.376,0.81,1,2,43,0
152818,Darkness,['Eminem'],337147,1/17/20,2020,0.00998,0.671,0.623,7.55e-06,0.643,-7.161,0.308,75.055,0.195,1,2,73,1
75633,Niggas Done Changed,"['Richie Rich', '2Pac']",293107,11/5/96,1996,0.202,0.615,0.606,7.09e-06,0.332,-4.738,0.252,83.413,0.688,0,10,32,1
11611,Silent Sorrow in Empty Boats - New Stereo Mix,['Genesis'],181453,11/18/74,1974,0.915,0.211,0.112,0.968,0.0957,-20.273,0.0363,68.721,0.0395,1,4,24,0
92525,If This World Were Mine,"['Marvin Gaye', 'Tammi Terrell']",166373,8/29/67,1967,0.253,0.595,0.245,1.15e-05,0.0687,-14.76,0.033,78.955,0.364,1,3,45,0
43122,Same Old Man,['Karen Dalton'],165093,1971,1971,0.871,0.47,0.433,0.0238,0.1,-8.759,0.0293,147.31,0.316,1,5,26,0
92235,Tu Voz,['Javier Solís'],180493,1964,1964,0.92,0.423,0.295,0.000848,0.128,-9.736,0.03,103.238,0.394,1,9,46,0
29428,Dreamin',['Christopher Williams'],281293,1/1/92,1992,0.194,0.78,0.79,0.0,0.224,-8.861,0.058,110.03,0.776,1,6,31,0
67117,Белая ночь,['Forum'],256336,1/1/85,1985,0.18,0.711,0.715,3.62e-05,0.126,-8.571,0.0332,128.053,0.899,0,3,30,0
133224,Rickets,['Deftones'],162867,10/27/97,1997,4.82e-05,0.441,0.985,0.0575,0.0474,-6.585,0.221,96.59,0.24,1,8,47,0
1309,Ponn Thiruvonam,['P. Leela'],168493,12/1/52,1952,0.72,0.176,0.547,0.767,0.55,-12.478,0.0534,81.858,0.773,0,10,0,0
74487,Esta Cobardia,['Julio Iglesias'],189707,10/29/85,1985,0.831,0.532,0.314,0.0,0.0923,-14.545,0.0446,110.329,0.179,0,6,23,0
111392,Please Love Me Forever,['Bobby Vinton'],156627,1967,1967,0.697,0.32,0.107,4.29e-05,0.157,-20.067,0.0333,77.092,0.28,1,2,37,0
15091,Magnificent,"['Rick Ross', 'John Legend']",257480,1/1/09,2009,0.00733,0.631,0.755,0.0,0.0889,-7.206,0.136,91.378,0.439,1,7,46,1
40868,Τον Λάμπρο τον σκοτώσανε,['Δημήτρης Περδικόπουλος'],98708,1/1/48,1948,0.978,0.442,0.312,0.00112,0.513,-10.265,0.0522,110.79,0.726,1,2,0,0
86663,Good Life,"['Kanye West', 'T-Pain']",207000,9/11/07,2007,0.00305,0.439,0.808,0.0,0.439,-6.881,0.346,82.962,0.487,1,1,70,1
15648,El Compa 1,['Martin Castillo'],181693,7/24/15,2015,0.289,0.6,0.911,0.0,0.133,-1.753,0.0801,114.8,0.929,1,3,55,0
84080,Just Can't Get Enough - 2006 Remaster,['Depeche Mode'],222760,11/2/81,1981,0.41,0.765,0.766,0.0527,0.177,-9.374,0.0348,128.177,0.923,1,0,61,0
26365,You Remembered Me,['Johnny Cash'],123547,8/1/62,1962,0.603,0.708,0.462,0.000211,0.128,-9.497,0.0378,99.004,0.822,1,8,13,0
86078,Let Me Blow Ya Mind,"['Eve', 'Gwen Stefani']",230133,1/1/01,2001,0.242,0.908,0.557,0.0,0.0709,-4.243,0.107,90.032,0.897,0,8,72,1
38858,Steady Rain,['Warren Zevon'],259853,5/1/07,2007,0.703,0.52,0.415,0.232,0.21,-10.141,0.0383,137.593,0.424,1,7,44,0
76412,You Made Me So Very Happy,['Alton Ellis'],173440,11/23/04,2004,0.373,0.672,0.428,3.48e-05,0.0746,-10.38,0.258,168.261,0.539,1,7,46,0
110870,Telstar,['The Ventures'],160840,1/1/62,1962,0.357,0.242,0.613,0.598,0.0945,-8.535,0.0363,147.034,0.684,1,9,29,0
92070,Sleigh Ride,['The Ronettes'],181267,1963,1963,0.403,0.528,0.772,2.52e-06,0.316,-7.013,0.0288,91.735,0.852,1,2,44,0
18466,Greensleeves - Single Version,['John Coltrane Quartet'],218107,1963,1963,0.756,0.381,0.606,0.00281,0.188,-10.176,0.047,113.938,0.478,0,2,20,0
91455,Moonlight In Vermont,['Billie Holiday'],227613,1/1/57,1957,0.882,0.52,0.0817,2.16e-05,0.111,-18.061,0.0438,107.998,0.272,1,9,39,0
48053,Tou Giannou H Flogera,"['Danai Stratigopoulou', 'Panos Visvardis']",200765,1/1/30,1930,0.968,0.407,0.362,0.0692,0.118,-9.554,0.0505,98.529,0.315,0,2,0,0
78809,No One Else But You,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",200333,1928,1928,0.974,0.531,0.319,0.0244,0.275,-10.174,0.12,191.732,0.837,1,3,8,0
150504,No Other One,['Weezer'],181693,9/24/96,1996,0.00417,0.387,0.851,0.000142,0.378,-4.186,0.0373,100.973,0.47,1,8,43,0
98416,El Payador de San Telmo - Remasterizado,['Ignacio Corsini'],159173,6/25/31,1931,0.978,0.611,0.245,1.76e-06,0.346,-16.833,0.0932,96.142,0.839,0,6,0,0
129485,Little Old Lady,['Ahmad Jamal'],316533,1/7/60,1960,0.881,0.622,0.235,0.884,0.118,-13.29,0.0347,125.7,0.487,1,0,20,0
6346,The Richest Man In Babylon,['Thievery Corporation'],230267,2002,2002,0.324,0.74,0.589,0.00785,0.108,-5.33,0.0368,91.997,0.893,0,10,48,0
19218,"Pelléas et Mélisande, L. 88: Act I: Scene I, Une forêt ""Je ne pourrai plus sortir de cette forêt""","['Claude Debussy', 'Pierre Boulez', 'Orchestra of the Royal Opera House, Covent Garden']",746600,1970,1970,0.981,0.172,0.0701,0.0747,0.0818,-24.149,0.0552,75.92,0.0366,0,2,30,0
126767,La Que Murió en París - Remasterizado,['Ignacio Corsini'],141333,6/25/31,1931,0.982,0.692,0.106,2.86e-05,0.119,-18.652,0.107,132.034,0.813,1,3,1,0
39481,Time Will Tell,['Gregory Alan Isakov'],167533,7/9/13,2013,0.958,0.378,0.25,0.00118,0.124,-11.51,0.0292,168.071,0.415,1,5,48,0
14826,Jolene,['Me First and the Gimme Gimmes'],107467,10/17/06,2006,4.8e-06,0.394,0.94,0.00206,0.0415,-3.865,0.0675,121.618,0.712,0,9,48,0
129173,Walkin',['Miles Davis Sextet'],805933,1957,1957,0.583,0.54,0.292,0.00715,0.189,-11.531,0.0394,126.885,0.533,1,5,18,0
14980,Little Smirk,['Theory of a Deadman'],211627,4/1/08,2008,0.00206,0.426,0.956,0.0,0.327,-3.855,0.0781,146.92,0.328,1,5,43,0
55748,Η Γκιώνα και η Λιάκουρα,['Αντώνης Διαμαντίδης'],182813,1/1/30,1930,0.975,0.329,0.516,0.00566,0.707,-8.43,0.0665,88.267,0.358,1,1,0,0
148698,Phase Dance,['Pat Metheny Group'],499133,3/1/78,1978,0.835,0.414,0.399,0.964,0.428,-18.852,0.0265,89.957,0.391,0,9,37,0
36457,Louie Louie,['Black Flag'],78733,1983,1983,0.0198,0.29,0.597,0.0,0.122,-8.837,0.0467,129.07,0.569,1,0,26,0
162164,Gia Ides To To Margioliko,['Mixalis Kalergis'],199027,1/1/40,1940,0.923,0.47,0.528,0.0184,0.242,-8.381,0.0354,107.978,0.85,0,7,0,0
105786,Shimmer,['Fuel'],214040,2005,2005,0.00192,0.263,0.784,0.0,0.15,-6.514,0.054,114.671,0.385,1,7,58,0
38324,Ain't Nobody,['Jeff Lorber'],234400,1/1/01,2001,0.0369,0.71,0.876,0.808,0.128,-9.219,0.0346,102.799,0.623,1,6,42,0
66761,Outlaw,['Mission Of Burma'],154747,1981,1981,0.0017,0.412,0.866,0.0224,0.0596,-6.095,0.0808,147.72,0.928,0,6,23,0
144895,Paga Quem Deve,['Carmen Miranda'],191800,1936,1936,0.747,0.649,0.406,7.94e-05,0.0626,-9.702,0.0658,101.344,0.883,0,11,0,0
37098,Para Darte Fuego,['Frankie Ruiz'],278867,1/1/89,1989,0.469,0.564,0.87,1.39e-06,0.487,-3.767,0.0391,100.128,0.963,1,0,29,0
87796,I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",253390,4/6/18,2018,0.099,0.816,0.726,0.0,0.372,-3.998,0.129,136.048,0.65,0,5,82,1
32714,Lieder eines fahrenden Gesellen: 2. Ging heut' morgen übers Feld,"['Gustav Mahler', 'Bruno Walter', 'Columbia Symphony Orchestra']",223827,1945,1945,0.847,0.223,0.0661,8.41e-05,0.0796,-24.962,0.0465,90.759,0.133,1,6,0,0
137984,"Partita No. 3 in A Minor, BWV 827: V. Burlesca","['Johann Sebastian Bach', 'Glenn Gould']",106267,1957,1957,0.995,0.467,0.283,0.805,0.123,-19.765,0.0483,98.87,0.943,0,9,24,0
152746,Tip of My Tongue,['Kenny Chesney'],199413,7/12/19,2019,0.0805,0.669,0.559,0.0,0.0703,-5.003,0.0251,95.001,0.491,1,5,66,0
121890,Desirée,['Neil Diamond'],197427,1977,1977,0.13,0.61,0.475,1.09e-06,0.0837,-11.981,0.0323,118.148,0.751,1,0,43,0
111739,"Bertha - Live at Fillmore East, New York, NY, April 27, 1971",['Grateful Dead'],340307,10/31/71,1971,0.268,0.548,0.738,0.69,0.17,-10.618,0.0365,88.764,0.953,1,7,41,0
96431,Shoulder Lean (feat. T.I.),"['Young Dro', 'T.I.']",258680,6/27/06,2006,0.0471,0.7,0.518,0.0,0.1,-7.191,0.177,75.973,0.542,0,4,58,1
85097,Breakin' My Heart (Pretty Brown Eyes),['Mint Condition'],356960,1/1/91,1991,0.0985,0.672,0.52,1.28e-06,0.0365,-9.965,0.0407,137.213,0.551,0,7,57,0
23831,Synesthesia (Scaled Down Version),['Peter Sandberg'],114462,6/17/16,2016,0.994,0.679,0.0809,0.942,0.0969,-21.97,0.0583,130.049,0.195,1,9,62,0
20796,"Guitars, Cadillacs - 45 Version",['Dwight Yoakam'],182493,6/30/86,1986,0.0987,0.567,0.717,0.244,0.134,-10.64,0.054,172.298,0.885,1,9,27,0
132309,Victoria,['The Fall'],165933,2/29/88,1988,0.025,0.494,0.79,0.164,0.185,-9.131,0.0295,148.092,0.901,1,7,45,0
84693,Get Up Offa That Thing,['James Brown'],250387,1/1/87,1987,0.339,0.883,0.631,5.19e-06,0.942,-11.473,0.42,118.084,0.782,1,2,64,0
57291,The Man Hunt,['Earle Hagen'],146667,1/1/61,1961,0.689,0.666,0.507,0.766,0.118,-14.24,0.0357,112.141,0.7,1,3,6,0
123395,My Mind Playin Tricks on Me,['Geto Boys'],311787,11/17/92,1992,0.204,0.888,0.625,0.0,0.0823,-8.292,0.208,94.007,0.421,0,10,44,1
50752,Seven Stones,['Genesis'],310960,11/12/71,1971,0.206,0.307,0.29,0.000649,0.149,-14.18,0.0419,136.828,0.0913,1,8,21,0
105551,Weak And Powerless,['A Perfect Circle'],195133,1/1/03,2003,0.000172,0.483,0.841,0.861,0.108,-7.494,0.0523,159.747,0.13,0,1,57,0
164802,My Mistake,['Canned Heat'],201947,1/1/69,1969,0.00104,0.554,0.332,0.107,0.0723,-14.568,0.0392,113.286,0.535,0,4,31,0
37364,La Coloreteada,['Los Mier'],187027,10/15/92,1992,0.0788,0.705,0.678,3.16e-05,0.0447,-10.843,0.0607,96.076,0.901,1,9,35,0
4189,Chosen Time - 2015 Remaster,['New Order'],248307,1/13/81,1981,0.00126,0.348,0.848,0.676,0.663,-9.331,0.0514,160.222,0.533,0,4,34,0
78647,All My Life - Live,['Ella Fitzgerald'],191427,1927,1927,0.986,0.661,0.108,0.696,0.178,-20.662,0.0419,106.539,0.678,1,10,19,0
29375,Frenesi - 2016 Remaster,['Linda Ronstadt'],213213,8/11/92,1992,0.592,0.654,0.432,0.0,0.18,-9.958,0.0361,114.614,0.693,1,2,41,0
110812,The Big Blowout,['Henry Mancini'],150973,1961,1961,0.783,0.512,0.369,0.669,0.249,-14.82,0.0377,104.012,0.713,0,5,28,0
60151,Before I Let Go,"['Maze', 'Woody Wood']",431200,1/1/89,1989,0.0751,0.809,0.56,0.0,0.0676,-11.235,0.0919,103.536,0.789,0,6,25,0
90769,Kansas City,['Wilbert Harrison'],144973,1950,1950,0.807,0.711,0.807,0.00261,0.31,-5.057,0.037,117.009,0.941,1,1,11,0
66342,Alberta - Live At Hammersmith Odeon,['Eric Clapton'],245520,11/1/77,1977,0.532,0.395,0.383,0.0371,0.964,-11.748,0.0368,202.314,0.577,1,0,28,0
112097,For a Dancer - 2014 Remaster,['Jackson Browne'],286397,1974,1974,0.513,0.515,0.342,0.000464,0.0948,-9.97,0.0273,104.464,0.397,1,0,38,0
150833,I Walk Alone,['Oleander'],249773,1/1/99,1999,0.00278,0.377,0.742,0.0,0.132,-6.728,0.0354,208.652,0.46,1,1,44,0
144161,feel something,['Bea Miller'],180161,6/21/19,2019,0.242,0.74,0.415,0.000156,0.319,-8.914,0.0707,136.029,0.156,1,0,73,1
78899,Часть 36.2 & Часть 37.1 - Прощай оружие,['Эрнест Хемингуэй'],204400,1929,1929,0.389,0.668,0.185,0.0,0.172,-20.334,0.931,67.175,0.769,1,6,0,1
44516,Phantom of the Opera - Live at the Hammersmith Odeon; 1998 Remaster,['Iron Maiden'],441640,10/14/85,1985,0.00113,0.192,0.959,0.764,0.964,-7.348,0.0868,174.93,0.451,0,4,23,0
152090,La De La Mala Suerte,['Jesse & Joy'],251147,12/6/11,2011,0.0381,0.545,0.466,0.0,0.353,-6.659,0.0301,139.978,0.351,1,6,64,0
128114,Siegfried-Idyll,"['Richard Wagner', 'Bruno Walter', 'Columbia Symphony Orchestra']",1096267,1946,1946,0.845,0.13,0.0401,0.873,0.107,-23.873,0.0376,81.765,0.0412,1,4,0,0
121877,Daylight,['RAMP'],252320,1977,1977,0.565,0.506,0.527,0.0159,0.131,-11.758,0.0526,171.755,0.592,1,0,42,0
47940,Catastrophically in love with you,['Elsa Greeve'],177250,10/11/19,2019,0.996,0.212,0.00749,0.931,0.0761,-29.575,0.0352,71.061,0.0985,0,2,67,0
119002,The Rite of Spring: Part II: The Sacrifice: Sacrificial Dance (Chosen One),"['Igor Stravinsky', 'Seiji Ozawa']",242520,1948,1948,0.767,0.503,0.539,0.882,0.0801,-12.141,0.105,148.573,0.262,1,7,0,0
104711,Last Goodbye,['Jeff Buckley'],275720,1994,1994,0.0256,0.541,0.829,0.000432,0.233,-5.045,0.038,86.934,0.516,1,2,59,0
25675,Epistrophy,['Bud Powell'],180373,1/1/55,1955,0.786,0.583,0.141,0.919,0.134,-18.288,0.0451,141.217,0.391,0,6,5,0
25449,Kapitel 15 - Apoll an der Seine,['Gisela Prugel'],120800,7/15/53,1953,0.888,0.602,0.0772,0.0,0.157,-25.462,0.899,77.766,0.347,1,8,0,0
29003,Dancin' Late At Night,"['Jonathan Richman', 'The Modern Lovers']",208800,1/1/88,1988,0.669,0.569,0.476,6.72e-05,0.14,-11.559,0.0756,150.225,0.724,0,0,31,0
97110,Royals,['Lorde'],190185,1/1/13,2013,0.121,0.674,0.428,0.0,0.132,-9.504,0.122,84.878,0.337,1,7,70,0
97643,I Think I'm OKAY (with YUNGBLUD & Travis Barker),"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']",169397,7/5/19,2019,0.0257,0.628,0.744,0.0,0.313,-4.718,0.0379,119.921,0.277,1,7,80,1
118727,¡alto el Swing!,['Raúl Abríl'],154680,1/12/46,1946,0.604,0.632,0.352,0.0,0.371,-16.204,0.0678,100.022,0.805,1,5,0,0
74562,難忘初戀的情人,['Teresa Teng'],199200,1/1/85,1985,0.575,0.453,0.213,0.000297,0.105,-16.338,0.0369,92.592,0.474,1,1,32,0
118636,Chhai Ghata Ghanhor Gagan Men,['Renuka Devi'],219213,1/1/45,1945,0.992,0.446,0.296,0.732,0.242,-11.136,0.0578,64.846,0.494,1,7,0,0
156046,Los Jibaros,"['Cal Tjader', 'Eddie Palmieri']",165933,5/26/66,1966,0.808,0.742,0.535,0.832,0.453,-12.541,0.0369,126.318,0.834,1,0,27,0
101882,(I Can't Get No) Satisfaction - Mono,['The Rolling Stones'],223440,1/1/66,1966,0.0382,0.723,0.878,0.0224,0.128,-6.962,0.0336,136.295,0.917,1,2,44,0
