id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit
122670,Russians,['Sting'],238267,1/1/85,1985,0.458,0.437,0.282,0.0,0.18,-17.567,0.035,115.517,0.198,0,0,50,0
100112,"Turandot: Tu, che di gel sei cinta","['Giacomo Puccini', 'Eva Marton', 'Giuseppe Patanè', 'Munich Radio Orchestra']",143733,1948,1948,0.986,0.295,0.232,0.00524,0.0772,-13.798,0.0453,87.908,0.0398,0,3,0,0
63107,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)","['DaBaby', 'Chance the Rapper', 'Gucci Mane', 'YK Osiris']",214893,9/27/19,2019,0.0387,0.676,0.664,0.0,0.0475,-4.435,0.343,161.867,0.838,1,8,62,1
117419,A Broken Rosary,['Roy Fox'],192400,1933,1933,0.986,0.282,0.0593,0.134,0.0955,-20.982,0.0372,95.603,0.15,1,8,0,0
60305,Un año de amor,['Luz Casal'],201387,1991,1991,0.394,0.385,0.32,2.7e-05,0.0916,-6.203,0.0298,189.148,0.452,0,9,50,0
128304,Achko Machko Kareli,['Geeta Dutt'],174760,12/31/48,1948,0.978,0.748,0.363,0.709,0.163,-10.684,0.0648,136.697,0.847,0,10,0,0
64134,"Piano Sonata No.3 in B minor, Op.58: 2. Scherzo (Molto vivace)","['Frédéric Chopin', 'Nikita Magaloff']",151160,1/1/55,1955,0.995,0.329,0.0637,0.829,0.241,-28.021,0.0399,76.743,0.304,1,3,0,0
120817,My Best Friend,['Jefferson Airplane'],179720,1967,1967,0.629,0.406,0.47,0.0,0.0791,-9.629,0.0341,116.338,0.769,1,2,39,0
101059,Mr. Moonlight,['Johnny Horton'],150133,1958,1958,0.609,0.747,0.463,0.0,0.466,-12.05,0.0352,77.644,0.91,1,4,29,0
122554,History Lesson Part 2,['Minutemen'],132133,7/24/84,1984,0.348,0.683,0.241,0.522,0.085,-16.192,0.0475,121.213,0.727,1,0,40,0
116913,Los Distinguidos - Instrumental (Remasterizado),['Francisco Canaro'],170307,9/11/27,1927,0.995,0.798,0.204,0.906,0.11,-22.105,0.0594,114.893,0.573,1,9,0,0
62294,Gold Rush - Deluxe Edition,['Ed Sheeran'],243163,9/9/11,2011,0.729,0.74,0.248,0.0,0.141,-12.659,0.109,83.786,0.889,1,4,52,0
135115,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),"['Arcangel', 'Bad Bunny', 'Mambo Kingz', 'DJ Luian']",264000,9/30/16,2016,0.54,0.815,0.514,0.0,0.611,-9.446,0.361,120.054,0.623,0,6,69,1
81707,Only Because,['The Platters'],173627,1/26/57,1957,0.851,0.546,0.281,0.0,0.0907,-9.951,0.0282,73.313,0.472,0,0,44,0
59366,Con Que Derecho,['Jeanette'],222080,1981,1981,0.429,0.62,0.559,0.000359,0.271,-11.058,0.0362,124.196,0.749,0,10,33,0
68197,Miedo,['Intocable'],177400,1/1/96,1996,0.273,0.668,0.77,2e-06,0.07,-6.822,0.0407,93.274,0.897,1,10,41,0
144142,Strings,"['iann dior', 'Gunna']",194000,11/8/19,2019,0.128,0.797,0.566,0.0,0.114,-6.654,0.042,119.937,0.392,1,1,69,1
7219,Drunk Off Your Love (feat. Sky Blu of LMFAO),"['Shwayze', 'Cisco Adler']",226012,9/13/11,2011,0.23,0.752,0.693,0.0,0.199,-5.144,0.0932,119.977,0.667,1,10,48,0
7041,Southtown,['Aaron Kamm and the One Drops'],379013,12/31/09,2009,0.113,0.785,0.645,7.91e-05,0.0867,-10.278,0.0531,110.013,0.786,0,8,45,0
101882,(I Can't Get No) Satisfaction - Mono,['The Rolling Stones'],223440,1/1/66,1966,0.0382,0.723,0.878,0.0224,0.128,-6.962,0.0336,136.295,0.917,1,2,44,0
136322,Stin Agapi Mou Pigeno,['Mihalis Kallergis'],187157,1/1/40,1940,0.99,0.498,0.316,0.144,0.143,-10.345,0.0416,147.357,0.835,0,8,0,0
36506,Voices in My Head - 2018 Remaster,['Naked Eyes'],223840,1/1/83,1983,0.0212,0.637,0.805,0.00037,0.0405,-5.806,0.0429,117.132,0.91,0,2,27,0
24114,This Ain't That,"['Trippie Redd', 'Lil Mosey']",207059,11/22/19,2019,0.114,0.716,0.68,0.0,0.366,-4.755,0.0589,76.47,0.219,0,4,64,1
154410,Tharalyala,['Vasantrao Deshpande'],194627,12/31/50,1950,0.994,0.513,0.179,0.916,0.0972,-14.132,0.0751,70.376,0.646,1,7,0,0
53690,You Set Me Free,['Michelle Branch'],191200,7/31/01,2001,0.00963,0.583,0.925,0.0,0.0608,-6.03,0.0359,104.337,0.894,1,0,41,0
99558,Aanewala Pal Janewala Hai - Instrumental,['Van Shipley'],240493,12/31/43,1943,0.364,0.329,0.594,0.00779,0.357,-10.224,0.0623,115.283,0.551,0,11,0,0
143813,Can't Sleep Love,['Pentatonix'],173053,10/16/15,2015,0.0849,0.73,0.433,0.0,0.169,-7.05,0.0455,94.596,0.572,1,2,61,0
68503,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),"['C & C Music Factory', 'Freedom Williams']",244160,10/8/99,1999,0.00146,0.564,0.776,0.351,0.157,-9.778,0.0851,113.532,0.771,1,6,43,0
102929,(Ghost) Riders In The Sky,['Marty Robbins'],213667,1976,1976,0.81,0.478,0.395,0.0,0.346,-11.674,0.0306,136.467,0.616,1,10,44,0
79806,Crescendo In Blue,['Duke Ellington'],194760,1/1/38,1938,0.892,0.712,0.434,0.909,0.21,-11.004,0.0654,98.224,0.967,1,8,7,0
83628,Breezin',['George Benson'],341733,1976,1976,0.476,0.682,0.752,0.863,0.0768,-9.521,0.0454,81.081,0.964,1,2,59,0
126390,La Reina del Arrabal - Instrumental (Remasterizado),['Francisco Canaro'],180747,8/16/27,1927,0.995,0.609,0.208,0.946,0.115,-17.812,0.132,112.517,0.559,1,9,0,0
116678,20/20,['Lil Tjay'],230448,1/1/20,2020,0.557,0.886,0.336,0.0,0.0933,-12.779,0.239,100.044,0.536,1,4,74,1
27983,Appaloosa,['Gino Vannelli'],283933,1/1/78,1978,0.0211,0.472,0.86,0.087,0.154,-11.568,0.0357,101.262,0.761,1,10,30,0
161078,Hot Milk,"[""Snail's House""]",246583,11/17/16,2016,9.13e-05,0.694,0.582,0.0151,0.187,-8.33,0.069,74.992,0.302,1,2,61,0
168086,America Will Survive - Studio Version,"['Hank Williams, Jr.']",293280,1/8/02,2002,0.0294,0.502,0.56,2e-06,0.241,-8.308,0.0404,141.461,0.451,1,7,41,0
163684,The Rite of Spring (Scenes of Pagan Russia in Two Parts): Part Two - The Sacrifice. Introduction. Largo,"['Igor Stravinsky', 'Leonard Bernstein', 'London Symphony Orchestra']",301667,1958,1958,0.955,0.0744,0.0121,0.081,0.163,-35.836,0.0402,68.916,0.0335,0,2,13,0
61257,Disco Science,['Mirwais'],218107,4/20/00,2000,0.00713,0.708,0.644,0.754,0.0506,-5.991,0.0462,104.985,0.578,0,0,46,0
129311,"Autumn In New York - Live At The Spotlite Club, Washington, D.C./1958",['Ahmad Jamal Trio'],201907,12/6/58,1958,0.72,0.566,0.0621,0.876,0.67,-29.9,0.0596,76.417,0.117,0,7,20,0
125764,I Wish I Was,['The Avett Brothers'],316440,6/24/16,2016,0.806,0.491,0.299,0.0,0.188,-8.86,0.0317,109.329,0.265,1,11,61,0
66516,Armageddon,['Prism'],467733,1979,1979,0.00969,0.309,0.733,0.0107,0.193,-7.047,0.0349,127.789,0.257,1,4,22,0
40042,How Would You Feel,['Rod Wave'],165020,6/14/19,2019,0.208,0.821,0.593,0.0,0.0738,-7.689,0.429,157.978,0.739,1,2,61,1
52612,Tal Vez,['Jerry Rivera'],317933,9/25/90,1990,0.571,0.723,0.549,2.97e-06,0.0575,-12.888,0.0464,165.623,0.916,1,8,40,0
86715,I'll Take You There,['The Staple Singers'],196827,1/1/07,2007,0.0904,0.846,0.595,1.96e-06,0.063,-8.372,0.0439,101.632,0.78,1,0,66,0
71623,Sweet Georgia Brown - Live At Club Baby Grand/1956 / Remastered 2007 / Rudy Van Gelder Edition,['Jimmy Smith'],574973,1/1/56,1956,0.829,0.368,0.817,0.861,0.872,-11.161,0.0461,154.085,0.809,0,5,5,0
78434,Arabian Smiles - Remasterizado,['Francisco Canaro'],188347,7/11/24,1924,0.995,0.397,0.334,0.978,0.215,-16.767,0.0706,136.523,0.507,1,4,0,0
127706,Paavi Parayan,['M.M.Dandapani Desikar'],263947,12/31/42,1942,0.989,0.399,0.559,0.0393,0.468,-10.045,0.175,83.053,0.546,1,9,0,0
11517,The Paw Paw Negro Blowtorch - 2004 Digital Remaster,['Brian Eno'],184987,1973,1973,0.385,0.588,0.915,0.00397,0.273,-7.048,0.0386,127.287,0.641,0,1,31,0
158458,I'm The One,['Danzig'],201667,1/1/90,1990,0.748,0.735,0.258,0.00404,0.129,-13.344,0.0473,117.916,0.86,0,11,38,1
60944,Damage,['Yo La Tengo'],279200,4/22/97,1997,0.63,0.19,0.452,0.927,0.126,-15.12,0.0353,174.959,0.179,1,10,38,0
134003,I'll Whip Ya Head Boy,"['50 Cent', 'Young Buck']",236413,1/1/05,2005,0.147,0.487,0.805,0.0,0.209,-3.911,0.204,99.336,0.606,1,9,56,1
167425,King of New Orleans,['Better Than Ezra'],247880,8/2/96,1996,0.000119,0.392,0.892,0.00286,0.0823,-4.969,0.059,167.657,0.684,1,9,40,0
21613,I Believe,['Sounds Of Blackness'],278960,1/1/94,1994,0.216,0.699,0.849,0.00094,0.043,-4.006,0.118,189.306,0.746,1,5,33,0
2555,"Mama, You Been on My Mind",['Johnny Cash'],182840,2/15/65,1965,0.111,0.786,0.336,0.0817,0.351,-12.116,0.0535,95.992,0.616,1,0,22,0
55356,Brain X 1000,['Noise Makers'],166000,5/7/17,2017,0.908,0.383,0.138,0.973,0.105,-51.123,0.0469,137.211,0.036,1,2,60,0
22067,"Situation - U.S. 12"" Mix",['Yazoo'],346600,9/3/99,1999,0.00711,0.754,0.61,0.436,0.0651,-8.534,0.0456,118.685,0.35,1,6,38,0
147583,I Got Everything I Need,['Sam & Dave'],178707,1966,1966,0.507,0.488,0.164,3.84e-05,0.0785,-16.052,0.0365,154.021,0.485,1,2,27,0
163655,Lenas visa,['Olle Adolphson'],150201,1/1/58,1958,0.898,0.411,0.189,0.000334,0.109,-14.674,0.052,183.422,0.764,1,5,17,0
97310,Hymn for the Weekend,['Coldplay'],258827,12/4/15,2015,0.255,0.49,0.743,7.21e-06,0.3,-5.155,0.0409,89.974,0.363,0,0,77,0
40775,"Variations on a Waltz by Diabelli, Op. 120: Variation 6: Allegro ma non troppo e serioso","['Ludwig van Beethoven', 'Rudolf Serkin']",125333,1947,1947,0.984,0.368,0.285,0.835,0.141,-17.095,0.0341,100.577,0.217,1,0,0,0
94940,Bitches Ain't Shit,['Dr. Dre'],288560,12/15/92,1992,0.0192,0.567,0.678,1.61e-06,0.113,-8.442,0.209,90.862,0.777,1,7,59,1
10285,He's My Star,['Little Richard'],208746,3/12/61,1961,0.958,0.135,0.158,0.000719,0.337,-18.037,0.0387,69.407,0.151,1,5,13,0
22840,Whole Lotta Love - 2007 Remaster,['Led Zeppelin'],329760,2007,2007,0.0627,0.444,0.892,0.0354,0.417,-11.367,0.424,88.063,0.394,1,9,49,0
42522,No Pity (In The Naked City),['Jackie Wilson'],212547,1965,1965,0.662,0.499,0.384,0.000107,0.144,-9.66,0.0667,74.78,0.539,1,7,18,0
100381,We Love To Boogie,['Dizzy Gillespie'],173040,1/1/51,1951,0.677,0.427,0.398,0.000103,0.116,-8.134,0.0448,156.99,0.807,1,0,6,0
34071,"Capriccio espagnol, Op. 34: II. Variazioni","['Nikolai Rimsky-Korsakov', 'Philadelphia Orchestra', 'Eugene Ormandy']",292800,1959,1959,0.959,0.155,0.119,0.817,0.123,-16.999,0.0358,79.535,0.0375,1,5,12,0
142330,No More Drama,['Mary J. Blige'],326240,1/1/01,2001,0.534,0.653,0.837,7.12e-05,0.0784,-6.818,0.124,97.914,0.64,0,6,53,0
168322,We Can't Make It Here,['James McMurtry'],426053,2005,2005,0.62,0.425,0.711,0.00205,0.108,-7.557,0.0422,81.761,0.441,1,0,46,0
115830,Pump Up The Jam - Edit,"['Technotronic', 'Felly']",215040,1/1/11,2011,0.0287,0.862,0.918,1.15e-06,0.0492,-7.325,0.108,124.811,0.651,0,10,67,0
60680,Shambala - Remastered 2009,['Beastie Boys'],220520,5/23/94,1994,0.326,0.573,0.672,0.945,0.156,-14.889,0.066,116.838,0.463,1,0,37,0
105539,So Yesterday,['Hilary Duff'],215333,1/1/03,2003,0.215,0.552,0.802,0.0,0.275,-3.799,0.0615,78.21,0.776,1,0,58,0
10393,Dizzy Moods - 1957/62 Master Takes,['Charles Mingus'],349160,1962,1962,0.709,0.454,0.38,3.66e-06,0.184,-13.788,0.103,142.284,0.589,1,8,13,0
40022,What I Did (feat. Kevin Gates),"['Yella Beezy', 'Kevin Gates']",285264,11/16/18,2018,0.000397,0.449,0.684,0.0,0.366,-7.309,0.219,122.935,0.304,0,4,58,1
94853,Copperline,['James Taylor'],261267,8/31/91,1991,0.303,0.556,0.388,1.02e-06,0.0468,-12.742,0.0291,148.783,0.284,1,4,55,0
795,Kapitel 6 - Die läßliche Sünde,['Honoré de Balzac'],122900,11/29/47,1947,0.62,0.683,0.088,0.0,0.259,-25.547,0.64,58.715,0.449,1,7,0,0
24499,合家歡,['周璇'],169840,2/1/40,1940,0.995,0.459,0.16,0.463,0.511,-16.332,0.0265,84.172,0.545,1,2,1,0
118305,Yo Quiero un Mambo,['Xavier Cugat & His Orchestra'],162493,1941,1941,0.908,0.663,0.778,0.884,0.151,-7.312,0.0374,87.884,0.775,1,5,0,0
79374,Practice Makes Perfect - Take 4,['Billie Holiday'],164133,1934,1934,0.877,0.548,0.308,0.00273,0.0598,-8.523,0.0426,145.748,0.616,1,8,3,0
96594,Closer,['Ne-Yo'],234360,1/1/08,2008,0.028,0.711,0.753,2.96e-05,0.152,-6.461,0.0766,126.051,0.588,0,4,58,0
973,Baal Shem - Three PIctures of Chassidic Life: II. Nigun,"['Ernest Bloch', 'Isaac Stern', 'Alexander Zakin']",379267,1949,1949,0.974,0.253,0.206,0.729,0.159,-16.584,0.0421,104.804,0.0924,0,7,0,0
10289,Vantha Naal Muthal,['T. M. Soundararajan'],315667,12/31/61,1961,0.88,0.472,0.393,0.0,0.0953,-13.766,0.0333,114.571,0.356,1,5,20,0
19380,You And I,['Stevie Wonder'],278267,10/28/72,1972,0.92,0.268,0.159,0.00156,0.11,-17.029,0.0333,121.982,0.0746,1,6,23,0
149461,500 Miles,['The Hooters'],262240,1985,1985,0.548,0.534,0.732,4.91e-05,0.0845,-7.29,0.0404,74.799,0.67,0,7,52,0
99531,Chalo Chalo Ri Sakhi,"['Rajkumari', 'Suraiya']",171987,1/1/42,1942,0.99,0.623,0.328,0.642,0.0739,-10.428,0.0596,123.064,0.685,1,10,0,0
84407,High on You,['Survivor'],248200,1/1/84,1984,0.398,0.659,0.714,1.15e-05,0.174,-9.811,0.0321,125.152,0.871,1,7,55,0
76923,Photo Shoot,['Gucci Mane'],230227,7/3/09,2009,0.0097,0.796,0.502,0.0,0.353,-5.167,0.0898,76.479,0.285,1,1,40,1
23384,Murders,['Miracle Musical'],222986,2012,2012,0.873,0.333,0.41,0.406,0.122,-9.534,0.0305,143.975,0.262,0,11,49,0
54783,Hallelujah,['Jake Shimabukuro'],264440,1/4/11,2011,0.929,0.49,0.0614,0.904,0.105,-19.436,0.0538,170.089,0.136,1,7,46,0
110726,Salve Regina - Antiphona (tonus monasticus) in Honorem Beatae Mariae Virginis,"['Gregorian Chant', 'Benedictine Monks of the Abbey of St. Maurice & St. Maur, Clevaux']",172942,1/1/60,1960,0.993,0.196,0.114,0.0182,0.356,-21.126,0.0426,101.744,0.0396,0,9,24,0
58254,Transylvania Boogie,['Frank Zappa'],301293,10/23/70,1970,0.346,0.465,0.695,0.886,0.346,-8.99,0.0651,121.743,0.678,0,4,25,0
45328,La Oferta,['Los Tigres Del Norte'],153693,1/1/93,1993,0.183,0.511,0.68,0.0,0.108,-9.157,0.265,209.49,0.964,1,7,37,0
28925,"Hush little baby, don't say a word","[""The King's Singers""]",129040,1987,1987,0.909,0.272,0.119,0.0,0.0998,-17.311,0.0452,96.999,0.238,1,5,29,0
150249,Two Doors Down,['Dwight Yoakam'],233133,3/12/93,1993,0.922,0.662,0.16,0.00291,0.117,-12.726,0.0321,81.022,0.212,1,7,38,0
106409,Promise,['Ben Howard'],384080,1/1/11,2011,0.889,0.367,0.189,0.428,0.364,-15.736,0.0384,156.643,0.177,1,2,66,0
7313,It's a Beautiful Day in the Neighborhood!,['Daniel Tiger’s Neighborhood'],65550,12/10/12,2012,0.409,0.684,0.62,0.0,0.33,-5.507,0.0385,118.904,0.94,1,0,50,0
165050,Heavenly Houseboat Blues,['Townes Van Zandt'],171267,1972,1972,0.855,0.549,0.0946,1.25e-05,0.106,-16.815,0.032,138.75,0.426,1,1,31,0
109812,I Got Rhythm - Extended Version,"['MGM Studio Orchestra', 'Johnny Green']",75240,11/11/51,1951,0.836,0.746,0.294,0.723,0.319,-17.144,0.0405,123.543,0.962,1,5,6,0
148838,Honey Hi - 2015 Remaster,['Fleetwood Mac'],165667,10/12/79,1979,0.714,0.538,0.345,0.00142,0.0574,-16.968,0.0344,128.671,0.869,1,2,34,0
60347,If Anyone Falls,['Stevie Nicks'],248560,8/30/91,1991,0.295,0.587,0.806,3.72e-06,0.526,-8.507,0.0294,96.015,0.532,1,7,29,0
127892,Robert de Visée: Minuet II,"['Robert de Visée', 'Andrés Segovia']",126467,1/1/44,1944,0.994,0.525,0.0267,0.944,0.0993,-28.022,0.05,117.475,0.318,0,10,1,0
154307,Merry Christmas from the Family,['Montgomery Gentry'],242467,1949,1949,0.252,0.691,0.584,0.0,0.287,-10.424,0.0281,115.261,0.568,1,7,0,0
94302,Cuando Pase El Temblor - Remasterizado 2007,['Soda Stereo'],229160,10/9/85,1985,0.0314,0.652,0.607,0.00285,0.0721,-8.657,0.0368,94.089,0.72,1,0,69,0
96320,Speed of Sound,['Coldplay'],287907,6/7/05,2005,0.00488,0.514,0.898,0.0345,0.0746,-6.765,0.0577,123.067,0.353,0,11,68,0
143254,Nocturnal Rainbows,['Hopsin'],306524,11/19/10,2010,0.168,0.608,0.845,0.0,0.0712,-5.007,0.119,81.997,0.549,0,10,53,1
103967,Ship of Fools,"['World Party', 'Anthony Thistlethwaite']",268493,3/3/87,1987,0.083,0.638,0.869,0.000925,0.517,-4.867,0.0308,116.289,0.85,1,0,51,0
154840,Brave Man,"['Rosemary Clooney', 'Guy Mitchell', 'Joanne Gilbert']",189667,10/1/54,1954,0.977,0.283,0.0536,0.00102,0.111,-20.576,0.0343,92.279,0.19,1,0,4,0
139433,Sylvia,['Arthur Verocai'],183227,1972,1972,0.616,0.393,0.523,0.954,0.126,-15.001,0.0306,93.125,0.757,0,2,41,0
147084,But Not for Me,['Sam Cooke'],152533,1961-10,1961,0.693,0.407,0.443,0.0,0.0761,-7.907,0.0401,130.024,0.563,1,7,16,0
113935,Ayer Y Hoy,['Mazz'],250427,1/1/92,1992,0.518,0.541,0.369,0.0,0.177,-12.561,0.03,167.476,0.664,1,11,47,0
136023,"Haydn: String Quartet No. 66 in G Major, Op. 77 No. 1, Hob. III, 81: I. Allegro moderato","['Franz Joseph Haydn', 'Pro Arte Quartet']",449453,1935,1935,0.956,0.526,0.13,0.0644,0.0624,-14.896,0.0486,134.329,0.557,1,7,0,0
26812,"Lookie, Lookie","['Ricardo ""Richie"" Ray']",217013,1/1/66,1966,0.763,0.535,0.39,0.0179,0.19,-15.238,0.0705,141.164,0.46,1,0,22,0
86517,I'm Shipping Up To Boston,['Dropkick Murphys'],153600,7/19/05,2005,0.000706,0.452,0.928,0.000637,0.226,-3.133,0.079,129.188,0.6,1,2,70,0
93530,You're in My Heart (The Final Acclaim),['Rod Stewart'],270960,1977,1977,0.643,0.553,0.328,0.0,0.109,-10.797,0.0341,103.472,0.345,1,9,52,0
121689,Rompe Saragüey,['Héctor Lavoe'],390600,12/31/75,1975,0.696,0.798,0.715,0.131,0.138,-3.918,0.033,129.695,0.818,1,10,42,0
47261,Spirit Bird,['Xavier Rudd'],430760,1/1/12,2012,0.487,0.391,0.317,0.0,0.108,-10.449,0.0383,125.874,0.276,1,0,62,0
62143,Japanese Squeeze,['Sashamon'],244000,3/25/09,2009,0.106,0.88,0.577,0.048,0.0691,-7.015,0.0495,133.016,0.786,1,7,50,0
120775,Steppin' Out,"['John Mayall & The Bluesbreakers', 'Eric Clapton']",147560,6/22/66,1966,0.0433,0.481,0.623,0.00707,0.125,-4.77,0.0334,91.57,0.742,1,0,36,0
135316,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","['Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen']",210773,1/19/18,2018,0.194,0.653,0.809,0.0,0.165,-4.057,0.0474,92.213,0.55,1,0,78,0
113064,Never Ending Story,['Limahl'],210013,1984,1984,0.22,0.579,0.803,0.00116,0.22,-7.588,0.0281,122.422,0.77,1,0,50,0
57444,Evidence,"['Steve Lacy', 'Don Cherry']",299440,1/1/62,1962,0.368,0.574,0.27,4.49e-05,0.109,-18.741,0.0538,109.28,0.504,1,8,13,0
165089,Evil Ways - Live,"['Carlos Santana', 'Buddy Miles']",396400,6/7/72,1972,0.132,0.331,0.906,0.0502,0.0376,-10.645,0.0651,145.752,0.799,1,5,33,0
122132,Jesse,['Carly Simon'],261000,1980,1980,0.24,0.73,0.61,0.0,0.0969,-13.418,0.0408,106.512,0.779,1,0,42,0
154750,"Die Lustige Witwe (2001 - Remaster), Act I: Ich bin eine anständ'ge Frau (Valencienne/Camille)","['Franz Lehár', 'Emmy Loose/Nicolai Gedda/Philharmonia Orchestra/Otto Ackermann', 'Otto Ackermann', 'Philharmonia Orchestra']",191400,1953,1953,0.984,0.361,0.134,2.44e-06,0.374,-18.615,0.0684,88.406,0.341,1,0,0,0
157944,Frankie,['Sister Sledge'],257000,1985,1985,0.719,0.813,0.759,0.0071,0.0573,-7.882,0.0878,82.941,0.963,1,6,47,0
3887,To Come of Age,"['Jim Morrison', 'The Doors']",61627,1978,1978,0.706,0.655,0.188,0.0,0.218,-26.753,0.925,65.529,0.223,1,6,34,0
75614,Disappear,['Mazzy Star'],244800,1/1/96,1996,0.0717,0.175,0.344,0.0,0.374,-11.786,0.0307,82.08,0.242,1,0,36,0
107428,Presumida - Remasterizado,['Ignacio Corsini'],157227,5/14/27,1927,0.995,0.522,0.127,0.884,0.111,-22.589,0.0512,117.232,0.53,0,8,0,0
70250,Breakers Roar,['Sturgill Simpson'],212587,4/15/16,2016,0.669,0.369,0.31,0.514,0.245,-13.384,0.0309,84.41,0.165,0,11,52,0
81961,Giant Steps,['John Coltrane'],283440,1960,1960,0.441,0.431,0.491,0.000458,0.134,-10.746,0.0562,148.243,0.577,0,0,51,0
143133,Paparazzi,['Lady Gaga'],208307,11/5/09,2009,0.113,0.762,0.692,0.0,0.094,-3.973,0.0438,114.906,0.397,0,5,55,0
76160,Shine,['Dolly Parton'],311067,1/23/01,2001,0.157,0.356,0.507,7.68e-06,0.0977,-9.517,0.0302,169.207,0.343,1,7,37,0
125066,Everlong,['Foo Fighters'],249987,11/3/09,2009,5.69e-05,0.415,0.867,0.000192,0.0883,-5.497,0.0387,157.902,0.36,0,11,59,0
55793,Koutsavaki,['Anestos Delias'],208773,1/1/40,1940,0.956,0.75,0.36,0.171,0.0662,-11.916,0.0579,95.949,0.764,1,6,0,0
16303,Siempre Te Recuerdo - Remasterizado,['Ignacio Corsini'],136253,6/21/30,1930,0.523,0.569,0.405,0.0,0.238,-19.591,0.0612,91.749,0.769,0,3,0,0
157069,Stop Them Jah,"['King Tubby', 'Augustus Pablo']",168436,7/7/76,1976,0.129,0.808,0.434,0.874,0.107,-11.916,0.232,76.507,0.521,0,11,35,0
123801,Azúcar Amargo,['Fey'],281520,6/4/96,1996,0.0721,0.682,0.948,0.0,0.0589,-4.047,0.0308,130.058,0.634,1,7,60,0
138075,Blackjack,['Ray Charles'],139627,1958,1958,0.828,0.673,0.224,0.0,0.0792,-12.043,0.0542,115.757,0.464,1,2,27,0
128815,Aa Sun Le Mere Dil Ki Pukar,['Lata Mangeshkar'],244627,12/31/53,1953,0.989,0.397,0.376,0.0794,0.608,-10.395,0.043,109.769,0.513,1,10,0,0
124879,Let It Die,['Foo Fighters'],244960,9/25/07,2007,0.027,0.596,0.557,1.64e-05,0.0914,-6.401,0.0299,124.023,0.314,1,0,58,0
3775,Zingaro,['João Gilberto'],382493,1977,1977,0.682,0.419,0.299,0.0123,0.125,-16.841,0.0376,117.053,0.305,1,0,38,0
66251,Look into the Future,['Journey'],490893,1/1/76,1976,0.0482,0.277,0.652,0.048,0.119,-9.569,0.053,117.724,0.19,1,2,22,0
