Origin,Destination,OriginCity,DestinationCity,Passengers,Seats,Flights,Distance,FlyDate,OriginPopulation,DestinationPopulation
MEM,AFW,Memphis-TN,Dallas-TX,0,0,3,444,200408,1249048,11379964
IAD,ALB,Washington-DC,Albany-NY,5354,6050,121,325,200507,10458534,846357
LKE,TIW,Seattle-WA,Tacoma-WA,1,6,1,20,200907,6815696,3407848
OAK,TUS,Oakland-CA,Tucson-AZ,163,182,1,747,200810,4260236,1009832
ATL,TUP,Atlanta-GA,Tupelo-MS,776,1720,42,253,200609,5119641,130879
RDU,DAL,Raleigh-NC,Dallas-TX,78,142,1,1052,200703,1045871,12313304
CLE,TOL,Cleveland-OH,Toledo-OH,398,840,28,102,199707,2126219,651165
SJT,AUS,San Angelo-TX,Austin-TX,0,0,38,181,200401,106512,1418999
RNO,AUS,Reno-NV,Austin-TX,96,118,1,1399,199209,270629,901055
SJC,BUF,San Jose-CA,Buffalo-NY,0,174,1,2293,200911,1839700,1123804
ANC,ADQ,Anchorage-AK,Kodiak-AK,0,0,1,252,200701,360908,13074
MSP,MIA,Minneapolis-MN,Miami-FL,9998,14100,94,1501,199611,2760875,9086872
DAY,ADS,Dayton-OH,Dallas-TX,0,0,1,849,200803,837036,12602170
JFK,MIA,New York-NY,Miami-FL,0,0,1,1090,200601,37651266,10933486
BFF,CWA,Scottsbluff-NE,Wausau-WI,121,124,1,730,199802,36892,123082
LAX,ATL,Los Angeles-CA,Atlanta-GA,0,318,1,1946,200310,25434866,4673146
EYW,TPA,Key West-FL,Tampa-FL,1026,2146,58,240,200508,76135,2638814
LFT,DFW,Lafayette-LA,Dallas-TX,4271,6966,205,351,199305,218771,8450926
CRW,ORD,Charleston-WV,Chicago-IL,1498,2550,51,416,200912,304214,19161134
SLC,MOT,Salt Lake City-UT,Minot-ND,108,124,1,737,199804,906185,67425
DLH,PIA,Duluth-MN,Peoria-IL,0,0,1,445,200405,274962,366024
MYR,BOS,Myrtle Beach-SC,Boston-MA,148,240,6,738,200312,211086,8916374
BTR,LRD,Baton Rouge-LA,Laredo-TX,0,0,1,544,200703,772041,230848
STL,ALB,St. Louis-MO,Albany-NY,125,285,1,910,200404,2759153,843928
ERI,ATL,Erie-PA,Atlanta-GA,42,70,1,626,200707,279804,5267527
EKA,UKI,Eureka-CA,Ukiah-CA,0,0,4,126,200312,128219,87415
FAR,ORD,Fargo-ND,Chicago-IL,126,138,1,557,200607,189263,18797710
RDU,AUS,Raleigh-NC,Austin-TX,143,200,4,1162,200506,953157,1464309
FLL,MIA,Fort Lauderdale-FL,Miami-FL,0,0,1,21,200702,5465183,10930366
GRR,TPA,Grand Rapids-MI,Tampa-FL,49,125,1,1041,200406,763372,2578104
SAN,BOS,San Diego-CA,Boston-MA,1142,2304,16,2588,199804,2766123,8506878
DFW,EKO,Dallas-TX,Elko-NV,121,122,1,1170,200212,10953156,45640
MSY,BOS,New Orleans-LA,Boston-MA,25,126,1,1367,200709,1109415,9007842
SAN,DTW,San Diego-CA,Detroit-MI,100,146,1,1957,199206,2601147,8653794
ATL,DAY,Atlanta-GA,Dayton-OH,26113,29820,210,432,200403,4802300,845594
FAR,ORD,Fargo-ND,Chicago-IL,760,1450,29,557,200411,183730,18664180
DTW,AUS,Detroit-MI,Austin-TX,49,148,1,1145,200309,8985512,1382693
LEX,ALB,Lexington-KY,Albany-NY,0,0,2,655,200307,426187,839741
BFM,ABY,Mobile-AL,Albany-GA,0,0,16,238,200309,397707,161185
MSY,FNT,New Orleans-LA,Flint-MI,701,1566,9,965,200403,1314721,439880
STL,TPA,St. Louis-MO,Tampa-FL,109,137,1,869,200309,2743862,2522780
BMI,EKO,Bloomington-IL,Elko-NV,91,122,1,1406,200004,150897,46863
ATL,TPA,Atlanta-GA,Tampa-FL,0,0,0,406,199804,3872031,2254405
YIP,CAK,Detroit-MI,Akron-OH,0,0,2,142,200301,8985512,700286
BDL,MDW,Hartford-CT,Chicago-IL,122,274,2,777,200412,1175284,18664180
BDL,MDW,Hartford-CT,Chicago-IL,2154,3973,29,777,200111,1156981,18385002
EYW,TPA,Key West-FL,Tampa-FL,15,37,1,240,200605,74104,2684639
TUS,OMA,Tucson-AZ,Omaha-NE,123,141,1,1046,199306,711392,703536
ABI,ATL,Abilene-TX,Atlanta-GA,25,50,1,889,200805,159059,5385586
ROC,TOL,Rochester-NY,Toledo-OH,0,0,1,331,200408,1038019,671681
PDX,ATL,Portland-OR,Atlanta-GA,911,1008,4,2172,200501,2084053,4947012
ALB,BGR,Albany-NY,Bangor-ME,9,37,1,287,200601,850541,148197
MEM,FNT,Memphis-TN,Flint-MI,0,0,17,641,200409,1249048,439880
YIP,DTW,Detroit-MI,Detroit-MI,0,0,2,10,200401,8996622,8996622
SAN,DAY,San Diego-CA,Dayton-OH,0,0,2,1893,200503,2941770,843575
SNA,RNO,Santa Ana-CA,Reno-NV,6121,11200,80,415,199901,12090937,322804
TPA,APF,Tampa-FL,Naples-FL,1183,2698,142,134,199510,2175213,180924
STL,OMA,St. Louis-MO,Omaha-NE,76,142,1,342,199004,2584656,687569
MEM,LRD,Memphis-TN,Laredo-TX,0,0,2,762,200610,1280666,225985
BNA,TUP,Nashville-TN,Tupelo-MS,32,50,1,175,200801,1556368,133063
BOS,BUF,Boston-MA,Buffalo-NY,16,101,1,396,199601,8407438,1173001
AUS,DAY,Austin-TX,Dayton-OH,0,0,11,1009,200312,1382693,845508
DAY,ORD,Dayton-OH,Chicago-IL,0,0,0,240,199701,858608,17405264
RKD,AUG,Rockland-ME,Augusta-ME,0,1007,53,39,200609,40901,120633
SJC,DFW,San Jose-CA,Dallas-TX,110,124,1,1438,200409,1724074,11379964
SHV,LRD,Shreveport-LA,Laredo-TX,0,0,1,477,199806,359802,186798
ICT,HYS,Wichita-KS,Hays-KS,0,0,5,130,200909,612683,27739
GRR,ORD,Grand Rapids-MI,Chicago-IL,33,46,1,137,200010,743092,18235464
JAN,ACT,Jackson-MS,Waco-TX,50,50,1,423,200703,533801,228241
DFW,AFW,Dallas-TX,Dallas-TX,0,268,1,17,200704,12313304,12313304
CLE,EWR,Cleveland-OH,Newark-NJ,0,0,1,404,200412,2128958,18747431
ESF,DFW,Alexandria-LA,Dallas-TX,1064,2074,61,297,199312,142632,8450926
RIC,TPA,Richmond-VA,Tampa-FL,171,200,4,723,200407,1155330,2578104
MHK,ACT,Manhattan-KS,Waco-TX,124,131,1,520,200210,110253,217272
PHX,AUS,Phoenix-AZ,Austin-TX,33,124,1,868,200101,3388445,1324426
DCA,DFW,Washington-DC,Dallas-TX,148,148,1,1192,199207,8474182,8314270
PHL,AUS,Philadelphia-PA,Austin-TX,167,172,2,1430,200806,11880992,1654100
BLI,EKO,Bellingham-WA,Elko-NV,106,122,1,642,200007,167760,46863
BNA,YIP,Nashville-TN,Detroit-MI,0,0,1,454,200410,1416452,8996622
RNO,DFW,Reno-NV,Dallas-TX,12502,16472,116,1345,200408,385049,11379964
DFW,RNO,Dallas-TX,Reno-NV,179,284,2,1345,200110,10709246,355153
JAN,ATL,Jackson-MS,Atlanta-GA,42,50,1,341,200911,540866,5475213
DTW,TUL,Detroit-MI,Tulsa-OK,987,1350,30,790,200309,8985512,876919
LRD,DAY,Laredo-TX,Dayton-OH,0,0,1,1219,200608,225985,841558
PHX,ABI,Phoenix-AZ,Abilene-TX,127,136,1,720,200609,4046571,158704
STL,TPA,St. Louis-MO,Tampa-FL,100,100,1,869,199012,2584656,2075572
DFW,LRD,Dallas-TX,Laredo-TX,0,0,1,394,200307,11164066,210229
HNL,EUG,Honolulu-HI,Eugene-OR,251,370,1,2529,199912,864571,314901
HNL,ITO,Honolulu-HI,Hilo-HI,0,0,1,216,200307,888026,156340
ROC,TPA,Rochester-NY,Tampa-FL,344,351,3,1079,200812,1033155,2730007
ATL,MDW,Atlanta-GA,Chicago-IL,0,150,1,590,200709,5267527,18903872
MSP,BGR,Minneapolis-MN,Bangor-ME,116,124,1,1194,200912,3269814,149419
AUS,EWR,Austin-TX,Newark-NJ,40,124,1,1501,200005,1265715,18352743
MEM,DAL,Memphis-TN,Dallas-TX,51,112,2,423,200404,1249048,11379964
PNC,DFW,Ponca City-OK,Dallas-TX,65,798,42,264,200405,46590,11379964
RFD,DFW,Rockford-IL,Dallas-TX,0,0,1,775,200108,323992,10709246
ATL,DAY,Atlanta-GA,Dayton-OH,0,0,1,432,200606,5119641,841558
BOS,EWR,Boston-MA,Newark-NJ,38753,69231,491,200,199811,8506878,17341505
BWI,MIA,Baltimore-MD,Miami-FL,0,129,1,946,200102,2577904,10240512
SFO,EUG,San Francisco-CA,Eugene-OR,801,1386,11,451,199601,7772198,306326
BNA,DFW,Nashville-TN,Dallas-TX,0,0,1,631,200708,1524920,12313304
FAT,DFW,Fresno-CA,Dallas-TX,140,300,2,1314,199006,671660,8019250
ANC,DFW,Anchorage-AK,Dallas-TX,0,0,26,3043,200606,359341,11998822
FLL,MIA,Fort Lauderdale-FL,Miami-FL,0,0,0,21,200012,5025806,10051612
ROC,DFW,Rochester-NY,Dallas-TX,0,149,1,1266,199605,1023991,8994450
RUT,ALB,Rutland-VT,Albany-NY,0,0,19,69,200304,63440,839741
LGA,DTW,New York-NY,Detroit-MI,56,78,1,501,199408,34144436,8761684
DTW,GYY,Detroit-MI,Gary-IN,0,0,1,214,200410,8996622,9332090
MIA,MIA,Miami-FL,Miami-FL,0,0,1,0,200909,11094102,11094102
BGM,ELM,Binghamton-NY,Elmira-NY,637,1938,57,48,200001,252042,91079
MDW,TUS,Chicago-IL,Tucson-AZ,6915,8220,60,1440,200708,18903872,996593
SAV,TPA,Savannah-GA,Tampa-FL,142,142,1,297,200203,301662,2483575
SLC,EWR,Salt Lake City-UT,Newark-NJ,754,832,8,1968,200207,1001874,18590085
MSP,DLH,Minneapolis-MN,Duluth-MN,0,0,1,144,200509,3132772,274086
MTN,PDK,Baltimore-MD,Atlanta-GA,21,30,1,562,200902,2690886,5475213
ATL,TUL,Atlanta-GA,Tulsa-OK,217,366,2,674,200102,4432950,867707
RIC,ORD,Richmond-VA,Chicago-IL,281,735,5,642,199109,965353,16550288
SEA,EWR,Seattle-WA,Newark-NJ,14438,16100,101,2401,200912,6815696,19069796
GEG,ORD,Spokane-WA,Chicago-IL,405,440,4,1498,200611,447211,18797710
ACY,TPA,Atlantic City-NJ,Tampa-FL,234,254,2,914,200103,254890,2442189
LIT,ABI,Little Rock-AR,Abilene-TX,132,150,1,458,199504,564592,152888
SLC,UIN,Salt Lake City-UT,Quincy-IL,117,122,1,1095,200210,1001874,78087
ILN,ATL,Wilmington-OH,Atlanta-GA,0,0,36,405,200412,41798,4802300
SFO,MDW,San Francisco-CA,Chicago-IL,2088,2684,22,1855,200902,8635706,19161134
ILM,MIA,Wilmington-NC,Miami-FL,0,0,1,601,200912,354525,11094102
HOU,AUS,Houston-TX,Austin-TX,28,30,1,149,200303,5084017,1382693
DTW,DET,Detroit-MI,Detroit-MI,21,122,1,22,199306,8711888,8711888
ORD,DTW,Chicago-IL,Detroit-MI,48,142,1,235,199505,17155070,8837982
GSO,DAY,Greensboro-NC,Dayton-OH,3571,5921,57,351,199404,568423,859147
CHS,BOS,Charleston-SC,Boston-MA,891,1298,26,818,200612,617619,8946954
PUB,PIA,Pueblo-CO,Peoria-IL,0,0,1,807,200408,148578,366024
LAX,BOS,Los Angeles-CA,Boston-MA,175,212,1,2611,200304,25434866,8916374
SPI,CGX,Springfield-IL,Chicago-IL,835,2071,109,176,199403,202326,17018756
LCK,YIP,Columbus-OH,Detroit-MI,0,0,4,170,200008,1619514,8914942
BOS,BUF,Boston-MA,Buffalo-NY,0,183,1,396,200610,8946954,1130913
CVG,ATL,Cincinnati-OH,Atlanta-GA,0,50,1,373,200702,2148315,5267527
OAK,TUS,Oakland-CA,Tucson-AZ,282,685,5,747,200711,4202186,996593
PBI,ORD,West Palm Beach-FL,Chicago-IL,263,384,3,1144,199308,4286215,16876600
DFW,FTW,Dallas-TX,Dallas-TX,0,174,1,19,200912,12895230,12895230
ATL,AGS,Atlanta-GA,Augusta-GA,30,30,1,143,200104,4432950,502964
LUK,YIP,Cincinnati-OH,Detroit-MI,0,0,1,221,200208,2050030,8972134
UIN,EKO,Quincy-IL,Elko-NV,86,122,1,1295,200508,76802,45801
ATW,ATL,Appleton-WI,Atlanta-GA,1135,1450,29,765,200405,212167,4802300
RDU,BOS,Raleigh-NC,Boston-MA,32,50,1,612,199807,721489,8506878
XNA,ATL,Fayetteville-AR,Atlanta-GA,96,140,2,589,200808,455408,5385586
TUS,ORD,Tucson-AZ,Chicago-IL,2093,3360,28,1437,200301,903320,18572324
ORD,DTW,Chicago-IL,Detroit-MI,44,108,1,235,199902,17655010,8962394
LNK,RNO,Lincoln-NE,Reno-NV,246,260,2,1218,200907,298012,419261
CLE,OMA,Cleveland-OH,Omaha-NE,3074,3750,75,729,200805,2094051,839265
YIP,TOL,Detroit-MI,Toledo-OH,0,0,1,47,200305,8985512,669292
TPA,DTW,Tampa-FL,Detroit-MI,100,150,1,983,200601,2684639,8969084
PDX,ORD,Portland-OR,Chicago-IL,321,576,4,1739,199705,1800340,17405264
IAH,MIA,Houston-TX,Miami-FL,0,0,1,964,199509,4191632,8913928
GPT,MOB,Gulfport-MS,Mobile-AL,2357,3782,31,53,199105,208106,382982
PHX,RNO,Phoenix-AZ,Reno-NV,14009,19310,146,601,200105,3388445,355153
MSP,BZN,Minneapolis-MN,Bozeman-MT,28,146,1,874,199309,2654810,55950
LBB,ACT,Lubbock-TX,Waco-TX,162,173,1,303,200411,261093,222335
SHV,ACT,Shreveport-LA,Waco-TX,20,44,1,208,200611,387166,225559
MCO,ABI,Orlando-FL,Abilene-TX,138,139,1,1128,200002,1656835,160108
GSO,TPA,Greensboro-NC,Tampa-FL,24,128,1,580,199601,584768,2195269
ORD,TUS,Chicago-IL,Tucson-AZ,2193,3234,22,1437,199804,17529224,790333
CVG,ERI,Cincinnati-OH,Erie-PA,48,90,2,316,200506,2102422,278933
ATL,ORD,Atlanta-GA,Chicago-IL,0,0,1,606,200504,4947012,18724160
AVL,ATL,Asheville-NC,Atlanta-GA,606,856,8,164,199108,313263,3163883
DAL,YIP,Dallas-TX,Detroit-MI,0,0,1,975,200609,11998822,8969084
DSM,EKO,Des Moines-IA,Elko-NV,239,248,2,1152,199610,452854,45034
BNA,TPA,Nashville-TN,Tampa-FL,143,149,1,612,200103,1343263,2442189
MBS,ORD,Saginaw-MI,Chicago-IL,65,120,1,222,200105,209363,18385002
JFK,AFW,New York-NY,Dallas-TX,0,509,2,1402,200702,37802334,12313304
IAH,DTW,Houston-TX,Detroit-MI,109,156,2,1076,199903,4540138,8962394
MDW,DNN,Chicago-IL,Dalton-GA,3,8,1,512,200211,18490270,124743
BHM,DTW,Birmingham-AL,Detroit-MI,279,312,4,625,200009,1053394,8914942
RNO,EKO,Reno-NV,Elko-NV,334,846,46,230,200601,402383,47170
ALB,BOS,Albany-NY,Boston-MA,872,2945,110,145,199407,828841,8293684
PWK,YIP,Chicago-IL,Detroit-MI,0,0,1,225,200503,18724160,8988796
ATL,YIP,Atlanta-GA,Detroit-MI,0,0,1,595,200009,4281905,8914942
GRK,ATL,Killeen-TX,Atlanta-GA,1484,2450,49,803,200810,379569,5385586
ACY,MIA,Atlantic City-NJ,Miami-FL,0,173,1,998,200405,266015,10725356
DTW,BOS,Detroit-MI,Boston-MA,0,0,1,632,200012,8914942,8805222
SNA,MDW,Santa Ana-CA,Chicago-IL,741,959,7,1731,200605,12713660,18797710
LRD,TOL,Laredo-TX,Toledo-OH,0,0,4,1312,200304,210229,669292
LMT,SLE,Klamath Falls-OR,Salem-OR,220,450,25,200,199209,58686,293063
PVD,TPA,Providence-RI,Tampa-FL,2778,3288,24,1137,200208,1608751,2483575
SYR,BOS,Syracuse-NY,Boston-MA,0,0,0,264,200109,648961,8886620
JFK,DAY,New York-NY,Dayton-OH,76,146,1,554,199109,33749684,850946
MCO,AUS,Orlando-FL,Austin-TX,167,176,1,995,200011,1656835,1265715
ORD,CAK,Chicago-IL,Akron-OH,6009,16614,117,344,199005,16395048,658558
STL,DAY,St. Louis-MO,Dayton-OH,0,0,1,338,200408,2759153,845594
MFR,EUG,Medford-OR,Eugene-OR,1965,4440,60,122,200607,196165,339280
BTR,DFW,Baton Rouge-LA,Dallas-TX,18,37,1,383,200711,772041,12313304
AUS,TPA,Austin-TX,Tampa-FL,0,142,1,930,199606,1036319,2195269
ACY,TPA,Atlantic City-NJ,Tampa-FL,3961,4495,31,914,200808,270609,2730007
GTF,EKO,Great Falls-MT,Elko-NV,114,122,1,510,200304,81065,44934
SAN,AUS,San Diego-CA,Austin-TX,390,548,4,1164,200901,3053793,1705075
AUS,AFW,Austin-TX,Dallas-TX,0,0,48,193,200909,1705075,12895230
CLT,AHN,Charlotte-NC,Athens-GA,699,1463,77,162,200404,1471706,178167
SEA,JNU,Seattle-WA,Juneau-AK,16559,21942,159,909,200206,6243790,30717
SAN,RNO,San Diego-CA,Reno-NV,3593,5069,37,488,200912,3053793,419261
AUS,DFW,Austin-TX,Dallas-TX,0,70,1,190,200709,1594525,12313304
STL,EWR,St. Louis-MO,Newark-NJ,30,37,1,872,200410,2759153,18747431
RST,DLH,Rochester-MN,Duluth-MN,0,0,4,203,200409,174150,274962
BZN,ORD,Bozeman-MT,Chicago-IL,118,120,1,1186,200808,89812,19031272
DTW,ORD,Detroit-MI,Chicago-IL,0,0,1,235,200305,8985512,18572324
ITH,ALB,Ithaca-NY,Albany-NY,12,46,1,136,199608,97215,825245
SMF,RNO,Sacramento-CA,Reno-NV,135,143,1,113,199204,1583460,270629
JFK,BUF,New York-NY,Buffalo-NY,2575,4000,80,301,200709,37802334,1125965
AUS,DAL,Austin-TX,Dallas-TX,2539,3538,29,183,199010,850619,8019250
EKO,OMA,Elko-NV,Omaha-NE,216,244,2,1037,200311,44934,790535
SFO,FAR,San Francisco-CA,Fargo-ND,130,148,1,1450,200703,8404372,192358
IND,DTW,Indianapolis-IN,Detroit-MI,0,124,1,231,200011,1531156,8914942
SFO,ORD,San Francisco-CA,Chicago-IL,0,0,1,1846,200909,8635706,19161134
MSY,DTW,New Orleans-LA,Detroit-MI,82,224,1,926,200501,1313460,8988796
FLL,AFW,Fort Lauderdale-FL,Dallas-TX,0,0,36,1136,200602,5466743,11998822
LIT,TUL,Little Rock-AR,Tulsa-OK,3214,7552,59,230,199207,547187,782591
MDW,EWR,Chicago-IL,Newark-NJ,47,149,1,711,199610,17287860,17190036
EFD,ATL,Houston-TX,Atlanta-GA,0,252,1,691,200409,5190444,4802300
MIA,BOS,Miami-FL,Boston-MA,173,173,1,1258,200107,10240512,8886620
GRR,TOL,Grand Rapids-MI,Toledo-OH,4,30,1,125,199504,691522,651403
GRR,DFW,Grand Rapids-MI,Dallas-TX,32,37,1,931,200601,770744,11998822
SGF,EKO,Springfield-MO,Elko-NV,118,122,1,1227,200410,392696,44964
GTF,EKO,Great Falls-MT,Elko-NV,113,124,1,510,199603,80777,45034
SFB,BGR,Orlando-FL,Bangor-ME,2011,2115,9,1299,199807,1502837,144431
GTR,DFW,Columbus-MS,Dallas-TX,2,30,1,491,199712,61254,9231044
BUF,YIP,Buffalo-NY,Detroit-MI,0,0,3,249,200303,1154212,8985512
